Species,Gregariousness,Water.Column,Activity,Diet,Habitat,TrophicLevel,BodySize
Pomadasys incisus,3,2,Night,Invertivore,rock,4,4
Pomatomus saltatrix,3,4,Day,Piscivore,water column,5,6
Pomatoschistus minutus,1,1,Day,Invertivore,sand,3,2
Pomatoschistus pictus,1,1,Day,Planktivore,sand,3,1
Porichthys notatus,1,1,Day,Invertivore,rock,4,4
Premnas biaculeatus,2,2,Day,Planktivore,coral,2,3
Priacanthus blochii,2,2,Night,Piscivore,coral,4,4
Priacanthus hamrur,2,2,Night,Invertivore,coral,4,4
Prionurus laticlavius,3,2,Day,Grazer,coral,2,5
Prionurus maculatus,3,2,Day,Grazer,coral,1,4
Prionurus microlepidotus,3,2,Day,Grazer,rock,2,5
Prionurus punctatus,3,2,Day,Grazer,coral,1,5
Prionurus scalprum,3,2,Day,Grazer,rock,1,4
Pristiapogon exostigma,2,3,Night,Invertivore,coral,4,2
Pristiapogon fraenatus,2,3,Night,Invertivore,coral,3,2
Pristiapogon kallopterus,1,3,Night,Invertivore,coral,4,2
Pristicon rhodopterus,2,2,Night,Invertivore,coral,4,2
Pristicon trimaculatus,2,3,Night,Invertivore,coral,3,2
Prognathodes aculeatus,2,2,Day,Invertivore,coral,3,2
Prognathodes falcifer,2,2,Day,Invertivore,coral,3,2
Prolatilus jugularis,1,2,Day,Invertivore,rock,4,4
Psammoperca waigiensis,1,2,Day,Invertivore,rock,4,4
Pseudanthias bicolor,3,3,Day,Planktivore,coral,3,2
Pseudanthias dispar,3,3,Day,Planktivore,coral,3,2
Pseudanthias evansi,3,3,Day,Planktivore,coral,3,2
Pseudanthias hiva,3,3,Day,Planktivore,coral,3,2
Pseudanthias huchtii,3,3,Day,Planktivore,coral,3,2
Pseudanthias hypselosoma,3,3,Day,Planktivore,coral,3,3
Pseudanthias ignitus,3,3,Day,Planktivore,coral,3,2
Pseudanthias lori,3,3,Day,Planktivore,coral,3,2
Pseudanthias mooreanus,3,3,Day,Planktivore,coral,3,2
Pseudanthias olivaceus,3,3,Day,Planktivore,coral,3,2
Pseudanthias pascalus,3,3,Day,Planktivore,coral,3,3
Pseudanthias pictilis,3,3,Day,Planktivore,coral,3,2
Pseudanthias pleurotaenia,3,3,Day,Planktivore,coral,3,3
Pseudanthias regalis,3,3,Day,Planktivore,coral,3,1
Pseudanthias rubrizonatus,3,3,Day,Planktivore,coral,3,2
Pseudanthias smithvanizi,1,1,Day,Piscivore,coral,3,2
Pseudanthias squamipinnis,3,3,Day,Planktivore,coral,3,2
Pseudanthias taeniatus,1,1,Day,Piscivore,coral,3,2
Pseudanthias tuka,3,3,Day,Planktivore,coral,4,2
Pseudobalistes flavimarginatus,1,2,Day,Invertivore,coral,3,5
Pseudobalistes fuscus,1,2,Day,Invertivore,coral,3,5
Pseudobalistes naufragium,1,2,Day,Invertivore,sand,3,6
Pseudoblennius cottoides,1,1,Day,Piscivore,rock,5,2
Pseudocaranx dentex,3,4,Day,Invertivore,water column,4,6
Pseudocaranx wrighti,3,4,Day,Invertivore,water column,3,5
Pseudocheilinops ataenia,1,1,Day,Invertivore,coral,3,1
Pseudocheilinus evanidus,1,2,Day,Invertivore,coral,3,2
Pseudocheilinus hexataenia,1,2,Day,Invertivore,coral,3,2
Pseudocheilinus ocellatus,1,1,Day,Invertivore,coral,3,2
Pseudocheilinus octotaenia,1,2,Day,Invertivore,coral,3,2
Pseudocheilinus tetrataenia,1,2,Day,Invertivore,coral,3,2
Pseudochromis ammeri,1,1,Day,Invertivore,coral,3,1
Pseudochromis bitaeniatus,1,1,Night,Invertivore,coral,4,2
Pseudochromis cyanotaenia,1,2,Night,Invertivore,coral,4,2
Pseudochromis elongatus,1,1,Day,Invertivore,coral,3,1
Pseudochromis flammicauda,1,2,Day,Invertivore,coral,3,1
Pseudochromis flavivertex,1,1,Night,Invertivore,coral,3,2
Pseudochromis fridmani,1,1,Night,Invertivore,coral,3,1
Pseudochromis fuscus,1,1,Night,Invertivore,coral,4,2
Pseudochromis marshallensis,1,1,Night,Invertivore,coral,3,2
Pseudochromis olivaceus,1,1,Night,Invertivore,coral,4,2
Pseudochromis perspicillatus,1,1,Day,Invertivore,coral,4,2
Pseudochromis springeri,1,1,Day,Invertivore,coral,3,1
Pseudochromis wilsoni,1,1,Night,Invertivore,coral,3,2
Pseudocoris aurantiofasciata,2,2,Day,Invertivore,coral,3,3
Pseudocoris bleekeri,1,1,Day,Invertivore,coral,3,2
Pseudocoris yamashiroi,2,2,Day,Invertivore,coral,3,3
Pseudodax moluccanus,1,2,Day,Invertivore,coral,2,3
Pseudojuloides atavai,2,2,Day,Invertivore,coral,3,2
Pseudojuloides cerasinus,2,2,Day,Invertivore,coral,3,2
Pseudojuloides elongatus,2,2,Day,Invertivore,coral,3,2
Pseudolabrus biserialis,1,2,Day,Invertivore,rock,3,3
Pseudolabrus fuentesi,1,2,Day,Invertivore,coral,3,2
Pseudolabrus guentheri,1,2,Day,Invertivore,rock,3,3
Pseudolabrus luculentus,2,2,Day,Invertivore,coral,3,3
Pseudolabrus miles,1,2,Day,Invertivore,rock,4,3
Pseudolabrus semifasciatus,1,2,Day,Invertivore,coral,3,3
Pseudolabrus sieboldi,1,2,Day,Invertivore,rock,3,3
Pseudopercis semifasciata,1,2,Day,Piscivore,rock,4,6
Pseudophycis bachus,1,2,Night,Piscivore,rock,5,6
Pseudophycis barbata,1,2,Night,Invertivore,rock,3,5
Pseudopleuronectes americanus,1,1,Night,Invertivore,sand,4,5
Pseudopleuronectes schrenki,1,1,Night,Invertivore,sand,3,4
Pseudorhombus jenynsii,1,1,Night,Piscivore,sand,3,4
Pseudupeneus grandisquamis,2,2,Day,Invertivore,sand,3,3
Pseudupeneus maculatus,2,2,Day,Invertivore,sand,3,3
Pteragogus aurigarius,1,2,Day,Invertivore,rock,4,3
Pteragogus cryptus,1,2,Day,Invertivore,coral,3,2
Pteragogus enneacanthus,1,2,Day,Invertivore,coral,3,2
Pteragogus flagellifer,1,2,Day,Invertivore,rock,3,3
Ptereleotris calliura,2,2,Day,Planktivore,sand,3,2
Ptereleotris evides,2,2,Day,Planktivore,sand,2,2
Ptereleotris hanae,2,2,Day,Planktivore,sand,3,2
Ptereleotris heteroptera,2,2,Day,Planktivore,sand,3,2
Ptereleotris microlepis,2,2,Day,Planktivore,sand,3,2
Ptereleotris monoptera,2,2,Day,Planktivore,sand,3,2
Ptereleotris zebra,2,2,Day,Planktivore,sand,3,2
Pterocaesio chrysozona,3,3,Day,Planktivore,coral,3,3
Pterocaesio digramma,3,3,Day,Planktivore,coral,3,3
Pterocaesio marri,3,3,Day,Planktivore,coral,3,4
Pterocaesio pisang,3,3,Day,Planktivore,coral,3,3
Pterocaesio randalli,3,3,Day,Planktivore,coral,3,3
Pterocaesio tessellata,3,3,Day,Planktivore,coral,3,3
Pterocaesio tile,3,3,Day,Planktivore,coral,3,3
Pterocaesio trilineata,3,3,Day,Planktivore,coral,3,3
Pterogobius zacalles,1,1,Day,Invertivore,sand,2,2
Pterogymnus laniarius,2,2,Day,Invertivore,rock,4,4
Pterois antennata,1,2,Day,Piscivore,coral,4,3
Pterois miles,1,1,Day,Piscivore,coral,4,4
Pterois radiata,1,2,Day,Piscivore,coral,4,3
Pterois volitans,1,2,Day,Piscivore,coral,5,4
Pygoplites diacanthus,1,2,Day,Invertivore,coral,2,3
Rachycentron canadum,2,3,Day,Piscivore,coral,4,6
Rastrelliger kanagurta,3,4,Day,Piscivore,water column,3,4
Remora remora,2,4,Day,Invertivore,water column,3,6
Rhabdamia gracilis,3,3,Night,Invertivore,coral,3,1
Rhabdosargus holubi,2,2,Day,Omnivore,sand,2,4
Rhabdosargus sarba,2,2,Day,Invertivore,sand,3,5
Rhacochilus toxotes,3,3,Day,Invertivore,rock,3,4
Rhacochilus vacca,3,3,Day,Invertivore,rock,4,4
Rhinecanthus aculeatus,1,2,Day,Invertivore,sand,3,3
Rhinecanthus assasi,1,2,Day,Invertivore,sand,3,3
Rhinecanthus lunula,1,2,Day,Invertivore,sand,3,3
Rhinecanthus rectangulus,1,2,Day,Invertivore,sand,3,3
Rhinecanthus verrucosus,1,2,Day,Invertivore,sand,3,3
Rhinogobiops nicholsii,1,1,Day,Invertivore,sand,3,2
Rhinomuraena quaesita,1,1,Night,Piscivore,coral,5,6
Rhombosolea tapirina,1,1,Night,Invertivore,sand,3,4
Rhycherus filamentosus,1,1,Day,Piscivore,rock,5,3
Rhynchostracion nasus,1,2,Day,Invertivore,coral,3,3
Ruanoho whero,1,1,Day,Invertivore,rock,3,2
Rypticus bicolor,1,2,Day,Piscivore,coral,4,3
Rypticus nigripinnis,1,2,Day,Piscivore,coral,4,3
Rypticus saponaceus,1,2,Day,Piscivore,coral,5,4
Salarias alboguttatus,1,1,Day,Grazer,coral,1,2
Salarias ceramensis,1,1,Day,Grazer,coral,1,2
Salarias fasciatus,1,1,Day,Grazer,coral,1,2
Salarias guttatus,1,1,Day,Grazer,coral,1,2
Salarias segmentatus,1,1,Day,Grazer,coral,1,2
Salmo salar,1,3,Day,Piscivore,rock,5,6
Sarda australis,3,4,Day,Piscivore,water column,5,6
Sarda orientalis,3,4,Day,Piscivore,water column,5,6
Sarda sarda,3,4,Day,Piscivore,water column,5,6
Sardina pilchardus,3,4,Day,Planktivore,water column,3,3
Sardinella aurita,3,4,Day,Planktivore,water column,3,4
Sargocentron caudimaculatum,2,2,Night,Invertivore,coral,4,3
Sargocentron cornutum,2,2,Night,Invertivore,coral,4,3
Sargocentron diadema,2,2,Night,Invertivore,coral,3,3
Sargocentron hormion,2,2,Night,Invertivore,coral,3,3
Sargocentron ittodai,2,2,Night,Invertivore,coral,4,3
Sargocentron melanospilos,2,2,Night,Invertivore,coral,4,3
Sargocentron microstoma,2,2,Night,Invertivore,coral,4,3
Sargocentron rubrum,2,2,Night,Invertivore,coral,3,4
Sargocentron spiniferum,1,2,Night,Invertivore,coral,3,5
Sargocentron suborbitale,2,2,Night,Invertivore,coral,3,3
Sargocentron tiere,2,2,Night,Invertivore,coral,3,4
Sargocentron tiereoides,2,2,Night,Invertivore,coral,4,3
Sargocentron vexillarium,2,2,Night,Invertivore,coral,3,3
Sargocentron violaceum,2,2,Night,Invertivore,coral,4,4
Sarpa salpa,3,2,Day,Grazer,rock,1,5
Saurida gracilis,1,1,Day,Piscivore,sand,5,4
Saurida nebulosa,1,1,Day,Piscivore,sand,5,3
Scaevius milii,1,2,Day,Invertivore,rock,4,3
Scarus altipinnis,2,2,Day,Microphage,coral,1,5
Scarus chameleon,2,2,Day,Microphage,coral,1,4
Scarus coelestinus,2,2,Day,Microphage,coral,1,5
Scarus coeruleus,2,2,Day,Microphage,coral,1,6
Scarus compressus,2,2,Day,Microphage,coral,1,5
Scarus dimidiatus,2,2,Day,Microphage,coral,1,4
Scarus falcipinnis,2,2,Day,Microphage,coral,1,5
Scarus ferrugineus,2,2,Day,Microphage,coral,1,4
Scarus festivus,2,2,Day,Microphage,coral,1,4
Scarus flavipectoralis,2,2,Day,Microphage,coral,1,4
Scarus forsteni,2,2,Day,Microphage,coral,1,5
Scarus frenatus,2,2,Day,Microphage,coral,1,4
Scarus fuscopurpureus,2,2,Day,Microphage,coral,1,4
Scarus ghobban,2,2,Day,Microphage,coral,1,6
Scarus globiceps,2,2,Day,Microphage,coral,1,3
Scarus guacamaia,2,2,Day,Microphage,coral,1,6
Scarus hypselopterus,1,1,Day,Grazer,coral,1,4
Scarus iseri,2,2,Day,Microphage,coral,1,4
Scarus koputea,2,2,Day,Microphage,coral,1,4
Scarus longipinnis,2,2,Day,Microphage,coral,1,4
Scarus niger,2,2,Day,Microphage,coral,1,4
Scarus oviceps,2,2,Day,Microphage,coral,1,4
Scarus perrico,2,2,Day,Microphage,coral,1,5
Scarus prasiognathos,2,2,Day,Microphage,coral,1,5
Scarus psittacus,2,2,Day,Microphage,coral,1,3
Scarus quoyi,2,2,Day,Microphage,coral,1,4
Scarus rivulatus,2,2,Day,Microphage,coral,1,4
Scarus rubroviolaceus,2,2,Day,Microphage,coral,1,5
Scarus russelii,2,2,Day,Microphage,coral,1,5
Scarus scaber,2,2,Day,Microphage,coral,1,4
Scarus schlegeli,2,2,Day,Microphage,coral,1,4
Scarus spinus,2,2,Day,Microphage,coral,1,3
Scarus taeniopterus,2,2,Day,Microphage,coral,1,4
Scarus tricolor,2,2,Day,Microphage,coral,1,3
Scarus trispinosus,2,2,Day,Microphage,coral,1,4
Scarus vetula,2,2,Day,Microphage,coral,1,5
Scarus viridifucatus,2,2,Day,Microphage,coral,1,4
Scarus xanthopleura,1,1,Day,Grazer,coral,1,5
Scarus zelindae,2,2,Day,Microphage,coral,1,4
Schuettea scalaripinnis,3,2,Day,Planktivore,rock,3,3
Schuettea woodwardi,3,2,Day,Planktivore,rock,3,3
Sciaena umbra,3,1,Night,Piscivore,rock,4,5
Scobinichthys granulatus,1,2,Day,Grazer,sand,2,3
Scolecenchelys breviceps,1,1,Night,Piscivore,rock,5,5
Scolopsis affinis,1,2,Day,Invertivore,coral,3,3
Scolopsis aurata,1,2,Day,Invertivore,coral,3,3
Scolopsis bilineata,1,2,Day,Invertivore,coral,4,3
Scolopsis ciliata,1,2,Day,Invertivore,coral,4,3
Scolopsis frenata,1,2,Day,Invertivore,coral,3,3
Scolopsis ghanam,1,2,Day,Invertivore,coral,4,3
Scolopsis lineata,1,2,Day,Invertivore,coral,3,3
Scolopsis margaritifera,1,2,Day,Invertivore,coral,4,3
Scolopsis monogramma,1,2,Day,Invertivore,coral,3,4
Scolopsis temporalis,1,1,Day,Grazer,coral,3,3
Scolopsis trilineata,1,2,Day,Invertivore,coral,3,3
Scolopsis vosmeri,1,2,Day,Invertivore,coral,3,3
Scomber australasicus,3,4,Day,Piscivore,water column,5,4
Scomber colias,3,4,Day,Piscivore,water column,4,5
Scomberoides commersonnianus,2,4,Day,Piscivore,water column,5,6
Scomberoides lysan,2,4,Day,Piscivore,water column,5,6
Scomberomorus commerson,2,4,Day,Piscivore,water column,5,6
Scomberomorus maculatus,3,4,Day,Piscivore,water column,5,6
Scomberomorus queenslandicus,3,4,Day,Piscivore,water column,5,6
Scomberomorus regalis,3,4,Day,Piscivore,water column,5,6
Scomberomorus sierra,3,4,Day,Piscivore,water column,5,6
Scombrops boops,3,3,Day,Piscivore,rock,5,6
Scorpaena canariensis,1,1,Day,Invertivore,rock,3,2
Scorpaena cardinalis,1,1,Day,Invertivore,rock,3,4
Scorpaena guttata,1,1,Day,Invertivore,rock,4,4
Scorpaena histrio,1,1,Day,Invertivore,coral,4,3
Scorpaena jacksoniensis,1,1,Day,Invertivore,rock,4,4
Scorpaena maderensis,1,1,Day,Invertivore,rock,5,2
Scorpaena mystes,1,1,Day,Invertivore,coral,4,4
Scorpaena notata,1,1,Day,Piscivore,rock,3,3
Scorpaena papillosa,1,1,Day,Invertivore,rock,4,4
Scorpaena plumieri,1,1,Day,Piscivore,coral,4,4
Scorpaena porcus,1,1,Day,Piscivore,rock,4,4
Scorpaena scrofa,1,1,Day,Piscivore,rock,5,4
Scorpaena sumptuosa,1,1,Day,Invertivore,rock,4,4
Scorpaenichthys marmoratus,1,1,Day,Invertivore,rock,4,6
Scorpaenodes evides,1,1,Day,Piscivore,rock,4,2
Scorpaenodes parvipinnis,1,1,Day,Piscivore,coral,4,2
Scorpaenodes scaber,1,1,Day,Invertivore,coral,4,2
Scorpaenopsis cirrosa,1,1,Day,Piscivore,coral,4,3
Scorpaenopsis diabolus,1,1,Day,Piscivore,coral,5,3
Scorpaenopsis neglecta,1,1,Day,Piscivore,rock,5,3
Scorpaenopsis oxycephala,1,1,Day,Piscivore,coral,4,4
Scorpaenopsis papuensis,1,1,Day,Piscivore,coral,5,3
Scorpaenopsis possi,1,1,Day,Piscivore,coral,5,3
Scorpis aequipinnis,2,3,Day,Planktivore,rock,3,5
Scorpis georgiana,2,3,Day,Planktivore,rock,2,4
Scorpis lineolata,3,3,Day,Planktivore,rock,3,4
Scorpis violacea,3,3,Day,Planktivore,rock,3,4
Sebastapistes cyanostigma,1,1,Day,Invertivore,coral,4,2
Sebastapistes strongia,1,1,Day,Invertivore,coral,4,1
Sebastes atrovirens,1,2,Day,Invertivore,rock,3,4
Sebastes auriculatus,1,2,Day,Piscivore,rock,4,5
Sebastes carnatus,1,2,Day,Piscivore,rock,4,4
Sebastes caurinus,1,2,Day,Piscivore,rock,5,5
Sebastes chrysomelas,1,2,Day,Piscivore,rock,3,4
Sebastes flavidus,1,2,Day,Piscivore,rock,5,5
Sebastes inermis,1,2,Day,Invertivore,rock,3,4
Sebastes maliger,1,2,Day,Piscivore,rock,4,5
Sebastes mystinus,1,2,Day,Piscivore,rock,2,5
Sebastes oculatus,1,2,Day,Piscivore,rock,4,4
Sebastes paucispinis,1,3,Day,Piscivore,rock,3,6
Sebastes rastrelliger,1,2,Day,Piscivore,rock,4,5
Sebastes rosaceus,1,1,Day,Piscivore,rock,4,4
Sebastes serranoides,1,2,Day,Piscivore,rock,4,5
Sebastes serriceps,1,2,Day,Piscivore,rock,4,4
Sebastiscus albofasciatus,1,2,Night,Invertivore,rock,3,3
Sebastiscus marmoratus,1,2,Night,Invertivore,rock,4,3
Selar boops,3,4,Day,Planktivore,water column,3,3
Selar crumenophthalmus,3,4,Day,Piscivore,water column,5,3
Selaroides leptolepis,3,4,Day,Planktivore,water column,3,3
Semicossyphus darwini,1,2,Day,Invertivore,coral,4,5
Semicossyphus pulcher,1,2,Day,Invertivore,rock,4,6
Seriola dumerili,2,4,Day,Piscivore,water column,5,6
Seriola hippos,2,4,Day,Piscivore,water column,5,6
Seriola lalandi,3,4,Day,Piscivore,water column,5,6
Seriola rivoliana,2,4,Day,Piscivore,water column,5,6
Seriolella brama,3,4,Day,Planktivore,water column,3,5
Serranocirrhitus latus,1,2,Day,Invertivore,coral,3,2
Serranus atricauda,1,2,Day,Piscivore,rock,5,4
Dules auriga,1,2,Day,Invertivore,rock,4,3
Serranus baldwini,1,2,Day,Invertivore,coral,5,2
Serranus cabrilla,1,2,Day,Invertivore,rock,3,4
Serranus flaviventris,1,2,Day,Invertivore,coral,3,2
Serranus psittacinus,1,2,Day,Invertivore,sand,4,3
Serranus scriba,1,2,Day,Invertivore,rock,4,4
Serranus tabacarius,1,2,Day,Piscivore,sand,5,3
Serranus tico,1,2,Day,Invertivore,sand,4,3
Serranus tigrinus,1,2,Day,Invertivore,coral,4,3
Serranus tortugarum,1,1,Day,Planktivore,sand,3,2
Siganus argenteus,2,2,Day,Grazer,coral,1,4
Siganus canaliculatus,1,1,Day,Grazer,coral,2,3
Siganus corallinus,2,2,Day,Grazer,coral,1,4
Siganus doliatus,2,2,Day,Grazer,coral,1,3
Siganus fuscescens,3,2,Day,Grazer,coral,1,4
Siganus guttatus,2,2,Day,Grazer,coral,2,4
Siganus javus,2,2,Day,Grazer,coral,1,5
Siganus lineatus,2,2,Day,Grazer,coral,1,4
Siganus luridus,2,2,Day,Grazer,coral,1,3
Siganus puelloides,2,2,Day,Grazer,coral,2,4
Siganus puellus,2,2,Day,Grazer,coral,2,4
Siganus punctatissimus,2,2,Day,Grazer,coral,1,4
Siganus punctatus,2,2,Day,Grazer,coral,2,4
Siganus rivulatus,1,1,Day,Grazer,coral,1,3
Siganus spinus,2,2,Day,Grazer,coral,1,3
Siganus stellatus,2,2,Day,Grazer,coral,2,4
Siganus trispilos,2,2,Day,Grazer,coral,1,3
Siganus vermiculatus,1,1,Day,Grazer,coral,1,4
Siganus virgatus,2,2,Day,Grazer,coral,1,3
Siganus vulpinus,2,2,Day,Grazer,coral,2,3
Signigobius biocellatus,1,1,Day,Invertivore,sand,3,2
Sillaginodes punctatus,2,2,Day,Invertivore,sand,3,5
Sillago ciliata,2,2,Day,Invertivore,sand,3,5
Siphamia cephalotes,3,3,Night,Invertivore,sand,3,1
Siphamia roseigaster,2,3,Night,Invertivore,rock,3,1
Siphamia tubifer,3,2,Night,Invertivore,rock,3,1
Siphonognathus argyrophanes,1,2,Day,Omnivore,rock,2,4
Siphonognathus attenuatus,1,2,Day,Omnivore,rock,2,2
Siphonognathus beddomei,2,2,Day,Omnivore,rock,2,2
Siphonognathus caninis,1,2,Day,Omnivore,rock,2,2
Siphonognathus radiatus,1,2,Day,Omnivore,rock,2,3
Solea solea,1,1,Night,Invertivore,sand,3,5
Solenostomus paradoxus,2,2,Night,Planktivore,coral,4,2
Sparisoma amplum,2,2,Day,Microphage,coral,1,4
Sparisoma atomarium,2,2,Day,Microphage,coral,1,3
Sparisoma aurofrenatum,2,2,Day,Microphage,coral,1,3
Sparisoma axillare,2,2,Day,Microphage,coral,1,4
Sparisoma chrysopterum,2,2,Day,Microphage,coral,1,4
Sparisoma cretense,2,2,Day,Microphage,rock,2,4
Sparisoma frondosum,2,2,Day,Microphage,coral,1,4
Sparisoma radians,2,2,Day,Microphage,coral,1,3
Sparisoma rubripinne,2,2,Day,Microphage,coral,1,4
Sparisoma viride,2,2,Day,Microphage,coral,1,5
Sparodon durbanensis,2,2,Day,Invertivore,rock,3,6
Sphaeramia nematoptera,2,2,Night,Planktivore,coral,3,2
Sphoeroides annulatus,1,2,Day,Grazer,sand,3,4
Sphoeroides lobatus,1,2,Day,Grazer,sand,3,3
Sphoeroides marmoratus,1,2,Day,Grazer,sand,3,3
Sphoeroides spengleri,1,2,Day,Invertivore,sand,3,3
Sphyraena barracuda,3,4,Day,Piscivore,water column,5,6
Sphyraena ensis,3,4,Day,Piscivore,water column,5,6
Sphyraena flavicauda,3,4,Day,Piscivore,water column,4,5
Sphyraena helleri,3,4,Day,Piscivore,water column,5,5
Sphyraena idiastes,3,4,Day,Piscivore,water column,5,6
Sphyraena jello,3,4,Day,Piscivore,water column,5,6
Sphyraena novaehollandiae,3,4,Day,Piscivore,water column,5,6
Sphyraena obtusata,3,4,Day,Piscivore,water column,5,5
Sphyraena putnamae,3,4,Day,Piscivore,water column,5,6
Sphyraena qenie,3,4,Day,Piscivore,water column,5,6
Sphyraena viridensis,3,4,Day,Piscivore,water column,5,6
Spicara maena,3,3,Day,Invertivore,rock,5,3
Spondyliosoma cantharus,2,2,Day,Invertivore,rock,3,5
Spondyliosoma emarginatum,2,2,Day,Invertivore,rock,2,4
Spratelloides gracilis,3,4,Day,Planktivore,water column,3,2
Spratelloides robustus,3,4,Day,Planktivore,water column,3,2
Squamicreedia obtusa,1,2,Day,Invertivore,sand,4,2
Stanulus talboti,1,1,Day,Grazer,coral,1,1
Stegastes acapulcoensis,1,2,Day,Grazer,coral,1,3
Stegastes adustus,1,2,Day,Grazer,coral,1,2
Stegastes albifasciatus,1,2,Day,Grazer,coral,1,2
Stegastes altus,1,2,Day,Grazer,rock,1,2
Stegastes apicalis,1,2,Day,Grazer,coral,1,2
Stegastes arcifrons,1,2,Day,Grazer,coral,2,2
Stegastes aureus,1,2,Day,Grazer,coral,1,2
Stegastes beebei,1,2,Day,Grazer,coral,2,2
Stegastes diencaeus,1,2,Day,Grazer,coral,1,2
Stegastes emeryi,1,2,Day,Grazer,coral,1,2
Stegastes fasciolatus,1,2,Day,Grazer,coral,1,2
Stegastes flavilatus,1,2,Day,Grazer,coral,1,2
Stegastes fuscus,1,2,Day,Grazer,coral,3,2
Stegastes gascoynei,1,2,Day,Grazer,coral,1,2
Stegastes insularis,1,2,Day,Grazer,coral,1,2
Stegastes leucorus,2,2,Day,Omnivore,coral,1,2
Stegastes leucostictus,1,2,Day,Grazer,coral,3,2
Stegastes nigricans,1,2,Day,Grazer,coral,1,2
Stegastes obreptus,1,2,Day,Grazer,coral,1,2
Stegastes partitus,1,2,Day,Grazer,coral,1,2
Stegastes pictus,1,2,Day,Grazer,coral,1,2
Stegastes planifrons,1,2,Day,Grazer,coral,2,2
Stegastes punctatus,1,2,Day,Grazer,coral,1,2
Stegastes rectifraenum,1,1,Day,Planktivore,coral,1,2
Stegastes variabilis,1,2,Day,Grazer,coral,1,2
Stephanolepis cirrhifer,2,2,Day,Omnivore,rock,2,3
Stethojulis albovittata,2,2,Day,Invertivore,coral,4,2
Stethojulis balteata,2,2,Day,Invertivore,coral,3,2
Stethojulis bandanensis,2,2,Day,Invertivore,coral,3,2
Stethojulis interrupta,2,2,Day,Invertivore,coral,3,2
Stethojulis marquesensis,2,2,Day,Invertivore,coral,3,2
Stethojulis strigiventer,2,2,Day,Invertivore,coral,3,2
Stethojulis terina,2,2,Day,Invertivore,rock,3,2
Stethojulis trilineata,2,2,Day,Invertivore,coral,3,2
Stigmatopora macropterygia,1,1,Day,Invertivore,rock,3,4
Strongylura incisa,2,4,Day,Piscivore,water column,5,6
Stygnobrotula latebricola,1,1,Night,Planktivore,coral,3,2
Suezichthys arquatus,1,2,Day,Invertivore,rock,3,2
Suezichthys aylingi,2,2,Day,Invertivore,rock,3,2
Suezichthys cyanolaemus,1,2,Day,Invertivore,rock,3,2
Suezichthys devisi,1,2,Day,Invertivore,rock,3,2
Sufflamen albicaudatum,1,2,Day,Invertivore,coral,3,3
Sufflamen bursa,1,2,Day,Invertivore,coral,3,3
Sufflamen chrysopterum,1,2,Day,Invertivore,coral,3,3
Sufflamen fraenatum,1,2,Day,Invertivore,coral,3,4
Sufflamen verres,1,2,Day,Invertivore,coral,3,4
Symphodus bailloni,1,1,Day,Invertivore,rock,3,3
Symphodus cinereus,1,2,Day,Invertivore,rock,3,3
Symphodus doderleini,1,2,Day,Invertivore,rock,3,2
Symphodus mediterraneus,1,2,Day,Invertivore,rock,3,3
Symphodus melops,1,1,Day,Grazer,rock,3,3
Symphodus ocellatus,2,2,Day,Invertivore,rock,3,2
Symphodus roissali,1,2,Day,Invertivore,rock,3,3
Symphodus rostratus,1,2,Day,Invertivore,rock,3,2
Symphodus tinca,2,2,Day,Invertivore,rock,3,4
Symphorichthys spilurus,1,2,Day,Piscivore,coral,4,5
Symphorus nematophorus,1,2,Day,Piscivore,coral,5,6
Synanceia horrida,1,1,Day,Piscivore,rock,5,5
Synanceia verrucosa,1,1,Day,Piscivore,coral,5,4
Synchiropus bartelsi,1,1,Night,Invertivore,sand,3,1
Synchiropus moyeri,1,1,Day,Invertivore,sand,3,2
Synchiropus splendidus,1,1,Night,Invertivore,coral,3,1
Synchiropus stellatus,1,1,Day,Invertivore,sand,3,2
Synchirus gilli,1,1,Day,Invertivore,rock,3,1
Synodus binotatus,1,1,Day,Piscivore,coral,4,3
Synodus capricornis,1,1,Day,Piscivore,coral,5,3
Synodus dermatogenys,1,1,Day,Piscivore,sand,5,3
Synodus intermedius,1,1,Day,Piscivore,coral,5,4
Synodus jaculum,1,1,Day,Piscivore,coral,4,3
Synodus lacertinus,1,1,Day,Piscivore,coral,5,3
Synodus rubromarmoratus,1,1,Day,Piscivore,sand,4,3
Synodus sageneus,1,1,Day,Piscivore,sand,5,3
Synodus saurus,1,1,Day,Piscivore,rock,5,4
Synodus synodus,1,1,Day,Piscivore,sand,5,4
Synodus ulae,1,1,Day,Piscivore,coral,5,3
Synodus variegatus,1,1,Day,Piscivore,coral,5,4
Taeniamia biguttata,3,3,Night,Planktivore,coral,4,2
Taenianotus triacanthus,1,1,Day,Invertivore,coral,5,2
Takifugu alboplumbeus,1,1,Day,Invertivore,sand,3,3
Taurulus bubalis,1,1,Day,Invertivore,rock,4,3
Tautoga onitis,1,1,Day,Invertivore,rock,4,6
Tautogolabrus adspersus,1,2,Day,Invertivore,rock,3,4
Tetractenos glaber,1,2,Day,Invertivore,sand,3,3
Thalassoma amblycephalum,3,2,Day,Planktivore,coral,3,3
Thalassoma bifasciatum,2,2,Day,Invertivore,coral,3,3
Thalassoma cupido,2,2,Day,Invertivore,rock,3,3
Thalassoma duperrey,2,2,Day,Invertivore,coral,3,3
