"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus"
"Scorpaena guttata",1474.3204,"Scorpaena_guttata_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena histrio",1381.1509,"Scorpaena_histrio_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena jacksoniensis",1433.9451,"Scorpaena_jacksoniensis_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena maderensis",1464.4937,"Scorpaena_maderensis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena mellissii",1415.9302,"Scorpaena_mellissii_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena mystes",1437.9293,"Scorpaena_mystes_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena notata",1490.1069,"Scorpaena_notata_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena papillosa",1460.6371,"Scorpaena_papillosa_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena plumieri",1432.9142,"Scorpaena_plumieri_A_4","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena porcus",1457.7532,"Scorpaena_porcus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena scrofa",1562.0804,"Scorpaena_scrofa_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena sumptuosa",1422.3765,"Scorpaena_sumptuosa_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaenichthys marmoratus",1419.7644,"Scorpaenichthys_marmoratus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Scorpaenichthys"
"Scorpaenodes evides",1548.5527,"Scorpaenodes_evides_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenodes"
"Scorpaenodes parvipinnis",1485.195,"Scorpaenodes_parvipinnis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenodes"
"Scorpaenodes scaber",1499.5271,"Scorpaenodes_scaber_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenodes"
"Scorpaenopsis cirrosa",1434.4806,"Scorpaenopsis_cirrosa_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis diabolus",1528.919,"Scorpaenopsis_diabolus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis neglecta",1413.715,"Scorpaenopsis_neglecta_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis oxycephala",1538.2961,"Scorpaenopsis_oxycephala_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis papuensis",1360.0048,"Scorpaenopsis_papuensis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis"
"Scorpaenopsis possi",1315.2488,"Scorpaenopsis_possi_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaenopsis"
"Scorpis aequipinnis",1328.3533,"Scorpis_aequipinnis_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Scorpis"
"Scorpis georgiana",1480.3688,"Scorpis_georgiana_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Scorpis"
"Scorpis lineolata",1334.7859,"Scorpis_lineolata_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Scorpis"
"Scorpis violacea",1584.3868,"Scorpis_violacea_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Scorpis"
"Sebastapistes cyanostigma",1553.8519,"Sebastapistes_cyanostigma_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Sebastapistes"
"Sebastapistes strongia",1502.8326,"Sebastapistes_strongia_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Sebastapistes"
"Sebastes atrovirens",1335.377,"Sebastes_atrovirens_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes auriculatus",1370.8286,"Sebastes_auriculatus_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes carnatus",1464.7163,"Sebastes_carnatus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes caurinus",1462.0735,"Sebastes_caurinus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes chrysomelas",1632.4214,"Sebastes_chrysomelas_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes flavidus",1284.9412,"Sebastes_flavidus_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes inermis",1199.8967,"Sebastes_inermis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes maliger",1495.9291,"Sebastes_maliger_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes mystinus",1198.4102,"Sebastes_mystinus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes oculatus",1367.0803,"Sebastes_oculatus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes paucispinis",1197.3848,"Sebastes_paucispinis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes pinniger",1496.8994,"Sebastes_pinniger_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes rastrelliger",1222.4287,"Sebastes_rastrelliger_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes rosaceus",1564.6512,"Sebastes_rosaceus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes serranoides",1286.123,"Sebastes_serranoides_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastes serriceps",1554.4792,"Sebastes_serriceps_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes"
"Sebastiscus albofasciatus",1397.0438,"Sebastiscus_albofasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastiscus"
"Sebastiscus marmoratus",1449.3777,"Sebastiscus_marmoratus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastiscus"
"Selar boops",1158.4614,"Selar_boops_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Selar"
"Selar crumenophthalmus",1242.2693,"Selar_crumenophthalmus_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Selar"
"Selaroides leptolepis",1234.2114,"Selaroides_leptolepis_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Selaroides"
"Semicossyphus darwini",1417.3799,"Semicossyphus_darwini_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Semicossyphus"
"Semicossyphus pulcher",1508.4462,"Semicossyphus_pulcher_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Semicossyphus"
"Seriola dumerili",1284.03,"Seriola_dumerili_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
"Seriola hippos",1306.6477,"Seriola_hippos_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
"Seriola lalandi",1199.9116,"Seriola_lalandi_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
"Seriola rivoliana",1270.6775,"Seriola_rivoliana_J_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola"
"Seriolella brama",1200.0951,"Seriolella_brama_J_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Centrolophidae","Seriolella"
"Serranocirrhitus latus",1547.0844,"Serranocirrhitus_latus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranocirrhitus"
"Serranus atricauda",1510.0195,"Serranus_atricauda_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus baldwini",1424.2417,"Serranus_baldwini_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus cabrilla",1566.8577,"Serranus_cabrilla_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus flaviventris",1317.5854,"Serranus_flaviventris_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus psittacinus",1385.6589,"Serranus_psittacinus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus scriba",1561.8694,"Serranus_scriba_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus socorroensis",1547.9255,"Serranus_socorroensis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus tabacarius",1363.477,"Serranus_tabacarius_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus tico",1547.501,"Serranus_tico_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus tigrinus",1456.115,"Serranus_tigrinus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Serranus tortugarum",1598.2783,"Serranus_tortugarum_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus"
"Siganus argenteus",1255.0792,"Siganus_argenteus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus canaliculatus",1346.6853,"Siganus_canaliculatus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus corallinus",1652.33,"Siganus_corallinus_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus doliatus",1686.0315,"Siganus_doliatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus fuscescens",1428.741,"Siganus_fuscescens_J_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus guttatus",1486.9805,"Siganus_guttatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus javus",1519.7616,"Siganus_javus_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus lineatus",1632.4128,"Siganus_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus luridus",1401.5703,"Siganus_luridus_A_3","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus niger",1380.5826,"Siganus_niger_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus puelloides",1535.9055,"Siganus_puelloides_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus puellus",1747.4598,"Siganus_puellus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus punctatissimus",1351.2235,"Siganus_punctatissimus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus punctatus",1509.1542,"Siganus_punctatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus rivulatus",1470.1282,"Siganus_rivulatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus spinus",1366.7511,"Siganus_spinus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus stellatus",1721.3596,"Siganus_stellatus_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus trispilos",1621.4153,"Siganus_trispilos_A_3","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus vermiculatus",1564.3296,"Siganus_vermiculatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus virgatus",1610.0696,"Siganus_virgatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Siganus vulpinus",1680.8572,"Siganus_vulpinus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Siganidae","Siganus"
"Signigobius biocellatus",1568.7948,"Signigobius_biocellatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Signigobius"
"Sillaginodes punctatus",1185.5254,"Sillaginodes_punctatus_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sillaginidae","Sillaginodes"
"Sillago ciliata",1197.7463,"Sillago_ciliata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sillaginidae","Sillago"
"Sillago schomburgkii",1206.9617,"Sillago_schomburgkii_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sillaginidae","Sillago"
"Siphamia cephalotes",1221.2004,"Siphamia_cephalotes_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Siphamia"
"Siphamia roseigaster",1201.6409,"Siphamia_roseigaster_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Siphamia"
"Siphamia tubifer",1384.6895,"Siphamia_tubifer_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Siphamia"
"Siphonognathus argyrophanes",1392.3938,"Siphonognathus_argyrophanes_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus"
"Siphonognathus attenuatus",1368.8842,"Siphonognathus_attenuatus_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus"
"Siphonognathus beddomei",1501.5544,"Siphonognathus_beddomei_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus"
"Siphonognathus caninis",1536.1355,"Siphonognathus_caninis_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus"
"Siphonognathus radiatus",1545.6,"Siphonognathus_radiatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Siphonognathus"
"Sparisoma amplum",1551.4736,"Sparisoma_amplum_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma atomarium",1514.3339,"Sparisoma_atomarium_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma aurofrenatum",1498.3326,"Sparisoma_aurofrenatum_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma axillare",1376.9241,"Sparisoma_axillare_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma chrysopterum",1493.867,"Sparisoma_chrysopterum_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma cretense",1609.5273,"Sparisoma_cretense_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma frondosum",1517.3691,"Sparisoma_frondosum_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma radians",1378.7792,"Sparisoma_radians_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma rubripinne",1539.2346,"Sparisoma_rubripinne_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparisoma viride",1645.952,"Sparisoma_viride_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Sparisoma"
"Sparodon durbanensis",1218.702,"Sparodon_durbanensis_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Sparodon"
"Sphaeramia nematoptera",1734.5791,"Sphaeramia_nematoptera_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Sphaeramia"
"Sphoeroides annulatus",1465.622,"Sphoeroides_annulatus_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides"
"Sphoeroides lobatus",1288.5076,"Sphoeroides_lobatus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides"
"Sphoeroides marmoratus",1522.5562,"Sphoeroides_marmoratus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides"
"Sphoeroides spengleri",1338.0759,"Sphoeroides_spengleri_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides"
"Sphyraena barracuda",1242.8145,"Sphyraena_barracuda_A_1","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena ensis",1170.503,"Sphyraena_ensis_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena flavicauda",1232.1696,"Sphyraena_flavicauda_A_1","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena helleri",1406.7244,"Sphyraena_helleri_A_2","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena idiastes",1228.7227,"Sphyraena_idiastes_A_2","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena jello",1190.9785,"Sphyraena_jello_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena novaehollandiae",1201.5391,"Sphyraena_novaehollandiae_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena obtusata",1191.7786,"Sphyraena_obtusata_J_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena putnamae",1298.304,"Sphyraena_putnamae_A_2","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena qenie",1176.1504,"Sphyraena_qenie_A_1","YES","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Sphyraena viridensis",1266.3804,"Sphyraena_viridensis_A_1","NO","Animalia","Chordata","Actinopteri","Carangaria incertae sedis","Sphyraenidae","Sphyraena"
"Spicara maena",1245.9719,"Spicara_maena_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Spicara"
"Spondyliosoma cantharus",1318.6876,"Spondyliosoma_cantharus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Spondyliosoma"
"Spondyliosoma emarginatum",1326.2065,"Spondyliosoma_emarginatum_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Spondyliosoma"
"Spratelloides gracilis",1225.7139,"Spratelloides_gracilis_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Spratelloides"
"Spratelloides robustus",1175.5436,"Spratelloides_robustus_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Spratelloides"
