"Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","sp_names_fishbase"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes adustus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes albifasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes altus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes apicalis"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes arcifrons"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes aureus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes beebei"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes diencaeus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes emeryi"
"minor commercial","unknown","never/rarely","never/rarely",0,"Stegastes fasciolatus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes flavilatus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes fuscus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes gascoynei"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes insularis"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes leucorus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes leucostictus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Stegastes nigricans"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes obreptus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes partitus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes pictus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes planifrons"
"minor commercial","unknown","never/rarely","never/rarely",0,"Stegastes punctatus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes rectifraenum"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes redemptus"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes variabilis"
"highly commercial","low","never/rarely","never/rarely",0,"Stephanolepis cirrhifer"
NA,NA,NA,NA,NA,"Stephanolepis hispidus"
"commercial","very high","never/rarely","never/rarely",1,"Stereolepis gigas"
NA,"very high","never/rarely","never/rarely",0,"Stethojulis albovittata"
NA,"very high",NA,NA,0,"Stethojulis balteata"
"minor commercial","very high","never/rarely","never/rarely",0,"Stethojulis bandanensis"
"of no interest",NA,"never/rarely","never/rarely",0,"Stethojulis interrupta"
NA,"very high","never/rarely","never/rarely",0,"Stethojulis marquesensis"
NA,"very high","never/rarely","never/rarely",0,"Stethojulis strigiventer"
NA,"very high","never/rarely","never/rarely",0,"Stethojulis terina"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Stethojulis trilineata"
NA,NA,NA,NA,NA,"Stichaeus punctatus punctatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Stygnobrotula latebricola"
NA,"very high","never/rarely","never/rarely",0,"Suezichthys arquatus"
NA,"very high","never/rarely","never/rarely",0,"Suezichthys aylingi"
NA,"very high","never/rarely","never/rarely",0,"Suezichthys cyanolaemus"
NA,"very high","never/rarely","never/rarely",0,"Suezichthys devisi"
NA,"medium","never/rarely","never/rarely",0,"Sufflamen albicaudatum"
"minor commercial","medium","never/rarely","never/rarely",0,"Sufflamen bursa"
"minor commercial","medium","never/rarely","never/rarely",0,"Sufflamen chrysopterum"
"minor commercial","medium","never/rarely","never/rarely",0,"Sufflamen fraenatum"
NA,"medium","never/rarely","never/rarely",0,"Sufflamen verres"
"subsistence fisheries","very high",NA,NA,1,"Symphodus cinereus"
NA,"very high","never/rarely","never/rarely",0,"Symphodus doderleini"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Symphodus mediterraneus"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Symphodus melops"
NA,"very high","never/rarely","never/rarely",0,"Symphodus ocellatus"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Symphodus roissali"
NA,"very high","never/rarely","never/rarely",0,"Symphodus rostratus"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Symphodus tinca"
NA,"very high","never/rarely","never/rarely",0,"Symphodus trutta"
"minor commercial","very high","never/rarely","never/rarely",0,"Symphorichthys spilurus"
"commercial","very high","never/rarely","never/rarely",1,"Symphorus nematophorus"
NA,"unknown","never/rarely","never/rarely",0,"Synanceia horrida"
"minor commercial","unknown","never/rarely","never/rarely",0,"Synanceia verrucosa"
NA,"unknown","never/rarely","never/rarely",0,"Synchiropus bartelsi"
NA,"unknown","never/rarely","occasionally",0,"Synchiropus morrisoni"
NA,"unknown","never/rarely","never/rarely",0,"Synchiropus moyeri"
NA,"unknown","never/rarely","never/rarely",0,"Synchiropus splendidus"
NA,"unknown","never/rarely","never/rarely",0,"Synchiropus stellatus"
NA,"low","never/rarely","never/rarely",0,"Synchirus gilli"
"minor commercial","medium","never/rarely","never/rarely",0,"Synodus binotatus"
"of no interest",NA,"never/rarely","never/rarely",0,"Synodus capricornis"
NA,"medium","never/rarely","never/rarely",0,"Synodus dermatogenys"
NA,"medium","never/rarely","never/rarely",0,"Synodus doaki"
"minor commercial","medium","never/rarely","never/rarely",0,"Synodus intermedius"
"minor commercial","medium","never/rarely","never/rarely",0,"Synodus jaculum"
NA,"medium",NA,NA,0,"Synodus lacertinus"
NA,"medium","never/rarely","never/rarely",0,"Synodus rubromarmoratus"
"commercial","medium","never/rarely","never/rarely",0,"Synodus sageneus"
"minor commercial","medium","never/rarely","never/rarely",1,"Synodus saurus"
"commercial","medium","never/rarely","never/rarely",0,"Synodus synodus"
NA,"medium",NA,NA,0,"Synodus ulae"
"commercial","medium","never/rarely","never/rarely",0,"Synodus variegatus"
NA,"high","never/rarely","never/rarely",0,"Taeniamia fucata"
NA,"high","never/rarely","never/rarely",0,"Taeniamia leai"
NA,"high","never/rarely","never/rarely",0,"Taeniamia zosterophora"
NA,"high","never/rarely","never/rarely",0,"Taenianotus triacanthus"
"of no interest",NA,"never/rarely","never/rarely",0,"Taurulus bubalis"
"minor commercial","very high","never/rarely",NA,1,"Tautoga onitis"
NA,"very high","never/rarely","never/rarely",0,"Tautogolabrus adspersus"
NA,"very high","never/rarely","never/rarely",0,"Tetractenos glaber"
"of no interest",NA,"never/rarely","never/rarely",0,"Thalassoma amblycephalum"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma bifasciatum"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma cupido"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma duperrey"
"of no interest",NA,"never/rarely","never/rarely",0,"Thalassoma grammaticum"
"minor commercial","very high","never/rarely","never/rarely",0,"Thalassoma hardwicke"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Thalassoma hebraicum"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma heiseri"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma jansenii"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma lucasanum"
"minor commercial","very high","never/rarely","never/rarely",0,"Thalassoma lunare"
"minor commercial","very high","never/rarely","never/rarely",0,"Thalassoma lutescens"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma nigrofasciatum"
"minor commercial","very high","never/rarely","never/rarely",1,"Thalassoma pavo"
"minor commercial","very high","never/rarely","never/rarely",1,"Thalassoma purpureum"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma quinquevittatum"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma robertsoni"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma rueppellii"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma septemfasciatum"
"minor commercial","very high","never/rarely","never/rarely",0,"Thalassoma trilobatum"
NA,"very high","never/rarely","never/rarely",0,"Thalassoma virens"
NA,"unknown","never/rarely","never/rarely",0,"Thamnaconus analis"
NA,"very high","never/rarely",NA,0,"Thorogobius ephippiatus"
"highly commercial","high","experimental","never/rarely",1,"Thunnus albacares"
"highly commercial","very high","never/rarely","never/rarely",1,"Thyrsites atun"
NA,NA,NA,NA,NA,"Thysanophrys cirronasa"
NA,NA,"never/rarely","never/rarely",0,"Tigrigobius harveyi"
NA,"very high","never/rarely","never/rarely",0,"Tigrigobius nesiotes"
NA,NA,"never/rarely","never/rarely",0,"Tigrigobius redimiculus"
NA,"very high","never/rarely","never/rarely",0,"Tigrigobius saucrus"
"commercial","unknown","never/rarely","never/rarely",0,"Tilodon sexfasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Tomicodon bidens"
"of no interest",NA,"never/rarely","never/rarely",0,"Torquigener pleurogramma"
NA,"very high","never/rarely","never/rarely",0,"Torquigener squamicauda"
"commercial","medium","never/rarely","never/rarely",1,"Totoaba macdonaldi"
"of no interest",NA,"never/rarely","never/rarely",0,"Trachichthys australis"
NA,"unknown","never/rarely","never/rarely",0,"Trachinops brauni"
NA,"unknown","never/rarely","never/rarely",0,"Trachinops caudimaculatus"
NA,"unknown","never/rarely","never/rarely",0,"Trachinops noarlungae"
NA,"unknown","never/rarely","never/rarely",0,"Trachinops taeniatus"
"subsistence fisheries","medium","never/rarely","never/rarely",1,"Trachinotus anak"
"minor commercial","medium","never/rarely","never/rarely",1,"Trachinotus baillonii"
"minor commercial","high","commercial","never/rarely",1,"Trachinotus blochii"
"minor commercial","low","commercial","never/rarely",1,"Trachinotus ovatus"
"minor commercial","medium","never/rarely","never/rarely",1,"Trachinotus rhodopus"
"minor commercial","medium","never/rarely","never/rarely",1,"Trachinotus stilbe"
"minor commercial","low","never/rarely","never/rarely",1,"Trachinus draco"
"highly commercial","very high","never/rarely","usually",1,"Trachurus declivis"
"commercial","medium","never/rarely","never/rarely",0,"Trachurus indicus"
"highly commercial","high","commercial","never/rarely",0,"Trachurus japonicus"
"commercial","low","never/rarely","never/rarely",1,"Trachurus mediterraneus"
"commercial","medium","never/rarely","usually",1,"Trachurus novaezelandiae"
"commercial","low","never/rarely","never/rarely",1,"Trachurus symmetricus"
"highly commercial","medium","never/rarely","usually",1,"Trachurus trachurus"
NA,"very high",NA,NA,0,"Trachypoma macracanthus"
"of no interest","unknown","never/rarely","never/rarely",0,"Tragulichthys jaculiferus"
"of no interest","unknown","never/rarely","never/rarely",0,"Trianectes bucephalus"
NA,"very high","never/rarely",NA,0,"Tridentiger trigonocephalus"
NA,"very high","never/rarely","never/rarely",0,"Trimma benjamini"
NA,"very high","never/rarely","never/rarely",0,"Trimma caesiura"
NA,"very high","never/rarely","never/rarely",0,"Trimma lantana"
NA,"very high",NA,NA,0,"Trimma okinawae"
NA,"very high",NA,NA,0,"Trimma striatum"
"of no interest","unknown","never/rarely","never/rarely",0,"Trinorfolkia clarkei"
"of no interest","unknown","never/rarely","never/rarely",0,"Trinorfolkia cristata"
NA,"unknown","never/rarely","never/rarely",0,"Tripterygion delaisi"
NA,NA,NA,NA,NA,"Tripterygion melanurum"
"commercial","medium","never/rarely","never/rarely",0,"Trisopterus minutus"
NA,NA,NA,NA,NA,"Tylosurus crocodilus crocodilus"
"of no interest","unknown","never/rarely","never/rarely",0,"Ucla xenogrammus"
"commercial","medium","never/rarely","never/rarely",1,"Ulua mentalis"
"minor commercial","medium","never/rarely","never/rarely",0,"Umbrina galapagorum"
"commercial","medium","never/rarely","never/rarely",0,"Upeneichthys lineatus"
NA,"medium","never/rarely","never/rarely",0,"Upeneichthys vlamingii"
"commercial","high","never/rarely","never/rarely",0,"Upeneus moluccensis"
"commercial","high","never/rarely","never/rarely",0,"Upeneus tragula"
"minor commercial","medium","never/rarely","never/rarely",1,"Uraspis helvola"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea alleni"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea helsdingenii"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea immaculata"
"minor commercial","very high","never/rarely","never/rarely",0,"Valenciennea longipinnis"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea muralis"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea parva"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea puellaris"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea randalli"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea sexguttata"
NA,"very high","never/rarely","never/rarely",0,"Valenciennea strigata"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Variola albimarginata"
"commercial","very high","never/rarely","never/rarely",1,"Variola louti"
NA,"high","never/rarely","never/rarely",0,"Verulux cypselurus"
NA,"high","never/rarely","never/rarely",0,"Vincentia conspersa"
NA,"high","never/rarely","never/rarely",0,"Vincentia novaehollandiae"
NA,"unknown","never/rarely","never/rarely",0,"Vladichthys gloverensis"
NA,"medium",NA,NA,0,"Xanthichthys mento"
NA,"medium","never/rarely","never/rarely",0,"Xenichthys agassizii"
NA,"medium","never/rarely","never/rarely",0,"Xenocys jessiae"
"minor commercial","very high","never/rarely","never/rarely",1,"Xyrichtys novacula"
NA,"very high","never/rarely","never/rarely",0,"Xyrichtys victori"
NA,"very high","never/rarely","never/rarely",0,"Xyrichtys wellingtoni"
NA,"medium","never/rarely","never/rarely",0,"Zabidius novemaculeatus"
NA,"unknown","never/rarely","never/rarely",0,"Zanclistius elevatus"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Zanclus cornutus"
"commercial","medium","never/rarely","never/rarely",0,"Zebrasoma desjardinii"
NA,"medium","never/rarely","never/rarely",0,"Zebrasoma flavescens"
NA,"medium","never/rarely","never/rarely",0,"Zebrasoma rostratum"
NA,"medium","never/rarely","never/rarely",0,"Zebrasoma scopas"
"minor commercial","medium","never/rarely","never/rarely",0,"Zebrasoma velifer"
NA,"medium","never/rarely","never/rarely",0,"Zebrasoma xanthurum"
"commercial","medium","never/rarely","never/rarely",1,"Zeus faber"
NA,"unknown","never/rarely","never/rarely",0,"Zoarchias veneficus"
NA,"high","never/rarely","never/rarely",0,"Zoramia fragilis"
NA,"high","never/rarely","never/rarely",0,"Zoramia leptacantha"
NA,NA,"never/rarely","never/rarely",0,"Zoramia viridiventer"
