"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus","aesthe_effect"
"Dules auriga",1357.6793,"Dules_auriga_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Dules",-0.0167978439878259
"Echeneis naucrates",1475.177,"Echeneis_naucrates_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Echeneidae","Echeneis",-0.00634123436008743
"Echeneis neucratoides",1394.817,"Echeneis_neucratoides_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Echeneidae","Echeneis",-0.0133980589202286
"Echidna nebulosa",1400.3358,"Echidna_nebulosa_A_2","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Echidna",-0.0129005779043174
"Echidna nocturna",1426.8721,"Echidna_nocturna_A_1","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Echidna",-0.0105355720331473
"Ecsenius aequalis",1287.1344,"Ecsenius_aequalis_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0235200281583521
"Ecsenius alleni",1358.6238,"Ecsenius_alleni_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0167102325924991
"Ecsenius bandanus",1428.3292,"Ecsenius_bandanus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0104069872698258
"Ecsenius bathi",1420.4514,"Ecsenius_bathi_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0111037483781417
"Ecsenius bicolor",1439.082,"Ecsenius_bicolor_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00946212072248411
"Ecsenius fijiensis",1368.4851,"Ecsenius_fijiensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0157991233968768
"Ecsenius fourmanoiri",1518.5874,"Ecsenius_fourmanoiri_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00268744543375604
"Ecsenius frontalis",1380.8871,"Ecsenius_frontalis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0146625487026903
"Ecsenius gravieri",1361.9746,"Ecsenius_gravieri_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0163999044694666
"Ecsenius kurti",1411.134,"Ecsenius_kurti_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0119328418393512
"Ecsenius lineatus",1412.5164,"Ecsenius_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0118094860089127
"Ecsenius lividanalis",1482.9524,"Ecsenius_lividanalis_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00567895164698961
"Ecsenius midas",1478.8716,"Ecsenius_midas_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00602610645460005
"Ecsenius minutus",1372.6516,"Ecsenius_minutus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0154161418288201
"Ecsenius nalolo",1411.651,"Ecsenius_nalolo_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0118866941889832
"Ecsenius namiyei",1373.6101,"Ecsenius_namiyei_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0153282017073256
"Ecsenius oculatus",1477.9531,"Ecsenius_oculatus_J_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00610437557330303
"Ecsenius prooculis",1472.9822,"Ecsenius_prooculis_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00652881194792702
"Ecsenius randalli",1294.5015,"Ecsenius_randalli_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0228010104298248
"Ecsenius schroederi",1435.003,"Ecsenius_schroederi_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00981971555591229
"Ecsenius stictus",1353.7325,"Ecsenius_stictus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.017164608064283
"Ecsenius stigmatura",1553.5426,"Ecsenius_stigmatura_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",0.000179555215630173
"Ecsenius tigris",1360.0486,"Ecsenius_tigris_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0165781839580012
"Ecsenius tricolor",1444.9099,"Ecsenius_tricolor_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.00895295929822616
"Ecsenius trilineatus",1345.5989,"Ecsenius_trilineatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0179238230378935
"Ecsenius yaeyamaensis",1345.8213,"Ecsenius_yaeyamaensis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Ecsenius",-0.0179030025873633
"Ekemblemaria myersi",1378.0698,"Ekemblemaria_myersi_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Ekemblemaria",-0.0149198400474041
"Elacatinus atronasus",1453.0911,"Elacatinus_atronasus_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00824165328684066
"Elacatinus cayman",1365.4236,"Elacatinus_cayman_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.0160812780942451
"Elacatinus centralis",1280.357,"Elacatinus_centralis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.0241851358589086
"Elacatinus evelynae",1485.7678,"Elacatinus_evelynae_A_3","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00544000121745488
"Elacatinus figaro",1549.9377,"Elacatinus_figaro_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.000113116848728104
"Elacatinus genie",1525.4026,"Elacatinus_genie_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00212332353873484
"Elacatinus horsti",1277.346,"Elacatinus_horsti_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.0244817539870423
"Elacatinus jarocho",1435.8105,"Elacatinus_jarocho_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00974884360151422
"Elacatinus oceanops",1515.3091,"Elacatinus_oceanops_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00295970612850302
"Elacatinus prochilos",1363.6567,"Elacatinus_prochilos_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.0162444076162246
"Elacatinus puncticulatus",1442.7319,"Elacatinus_puncticulatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00914300212627461
"Elacatinus randalli",1437.1699,"Elacatinus_randalli_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00962962295257446
"Elacatinus xanthiprora",1472.7876,"Elacatinus_xanthiprora_A_3","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Elacatinus",-0.00654545683594532
"Elagatis bipinnulata",1243.2886,"Elagatis_bipinnulata_A_2","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Elagatis",-0.0278863444130434
"Eleotrica cableae",1399.824,"Eleotrica_cableae_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Eleotrica",-0.0129466305215267
"Elops affinis",1162.9142,"Elops_affinis_A_1","YES","Animalia","Chordata","Actinopteri","Elopiformes","Elopidae","Elops",-0.0363057990961802
"Embiotoca jacksoni",1385.7578,"Embiotoca_jacksoni_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Embiotoca",-0.014218965333289
"Embiotoca lateralis",1371.8718,"Embiotoca_lateralis_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Embiotoca",-0.0154877319588434
"Emblemariopsis pricei",1364.2563,"Emblemariopsis_pricei_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Emblemariopsis",-0.0161890257020429
"Emblemariopsis signifer",1339.5027,"Emblemariopsis_signifer_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Emblemariopsis",-0.0184958757857312
"Enchelycore lichenosa",1425.9119,"Enchelycore_lichenosa_A_2","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Enchelycore",-0.0106203786375234
"Enchelycore ramosa",1412.0658,"Enchelycore_ramosa_A_1","YES","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Enchelycore",-0.0118496811742805
"Engraulis australis",1165.5994,"Engraulis_australis_A_3","YES","Animalia","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis",-0.0360152397170715
"Engraulis encrasicolus",1312.9553,"Engraulis_encrasicolus_A_2","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis",-0.0210177581601216
"Enneanectes carminalis",1441.5167,"Enneanectes_carminalis_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneanectes",-0.00924915993433567
"Enneanectes smithi",1383.9808,"Enneanectes_smithi_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneanectes",-0.0143806189964745
"Enneapterygius atrogulare",1509.4597,"Enneapterygius_atrogulare_M_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.00344696137500696
"Enneapterygius hemimelas",1437.3185,"Enneapterygius_hemimelas_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.00961659743179548
"Enneapterygius kermadecensis",1348.1613,"Enneapterygius_kermadecensis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.0176841468043246
"Enneapterygius larsonae",1536.8147,"Enneapterygius_larsonae_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.00118431742466108
"Enneapterygius mirabilis",1317.0034,"Enneapterygius_mirabilis_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.0206299298629556
"Enneapterygius rufopileus",1447.3501,"Enneapterygius_rufopileus_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.00874037800676467
"Enneapterygius similis",1517.1293,"Enneapterygius_similis_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Enneapterygius",-0.00280846705043721
"Enophrys diceraus",1273.447,"Enophrys_diceraus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Enophrys",-0.0248668909518868
"Enoplosus armatus",1765.3384,"Enoplosus_armatus_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Enoplosidae","Enoplosus",0.016280564255521
"Entomacrodus chapmani",1313.0009,"Entomacrodus_chapmani_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Entomacrodus",-0.0210133827958976
"Entomacrodus solus",1265.5283,"Entomacrodus_solus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Entomacrodus",-0.0256527301156276
"Eocallionymus papilio",1429.402,"Eocallionymus_papilio_A_1","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Eocallionymus",-0.0103123996590726
"Epibulus brevis",1414.6681,"Epibulus_brevis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Epibulus",-0.0116177231485063
"Epibulus insidiator",1631.6525,"Epibulus_insidiator_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Epibulus",0.00635963339501838
"Epinephelides armatus",1410.5388,"Epinephelides_armatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelides",-0.0119859905977964
"Epinephelus adscensionis",1522.6919,"Epinephelus_adscensionis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00234739677650091
"Epinephelus akaara",1609.6567,"Epinephelus_akaara_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.00464976449368716
"Epinephelus albomarginatus",1316.709,"Epinephelus_albomarginatus_A_1","YES",NA,NA,NA,NA,NA,NA,-0.0206580946392178
"Epinephelus analogus",1377.2101,"Epinephelus_analogus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0149984573363488
"Epinephelus areolatus",1483.201,"Epinephelus_areolatus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00565783405647522
"Epinephelus bilobatus",1343.6523,"Epinephelus_bilobatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.018106205162427
"Epinephelus bleekeri",1371.4236,"Epinephelus_bleekeri_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0155288977178644
"Epinephelus bruneus",1127.4019,"Epinephelus_bruneus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0402129036146051
"Epinephelus coeruleopunctatus",1371.959,"Epinephelus_coeruleopunctatus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0154797244762206
"Epinephelus coioides",1544.2571,"Epinephelus_coioides_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.000575693696264058
"Epinephelus corallicola",1376.9229,"Epinephelus_corallicola_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0150247319521793
"Epinephelus costae",1426.4421,"Epinephelus_costae_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0105735433542773
"Epinephelus cyanopodus",1573.786,"Epinephelus_cyanopodus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.00181055105259785
"Epinephelus daemelii",1194.9419,"Epinephelus_daemelii_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0328830740377286
"Epinephelus fasciatus",1616.6797,"Epinephelus_fasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.00519823155789158
"Epinephelus fuscoguttatus",1401.6797,"Epinephelus_fuscoguttatus_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0127797316203127
"Epinephelus guttatus",1507.7952,"Epinephelus_guttatus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00358595941902699
"Epinephelus hexagonatus",1526.3,"Epinephelus_hexagonatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00204922993529136
"Epinephelus howlandi",1466.5739,"Epinephelus_howlandi_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00707809805722929
"Epinephelus irroratus",1386.625,"Epinephelus_irroratus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0141401514123003
"Epinephelus itajara",1415.225,"Epinephelus_itajara_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0115681388652493
"Epinephelus labriformis",1495.297,"Epinephelus_labriformis_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00463457947098081
"Epinephelus lanceolatus",1336.8713,"Epinephelus_lanceolatus_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0187436049027465
"Epinephelus longispinis",1316.5403,"Epinephelus_longispinis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0206742367362057
"Epinephelus macrospilos",1673.699,"Epinephelus_macrospilos_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.00956496136912348
"Epinephelus maculatus",1536.1913,"Epinephelus_maculatus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00123543146864009
"Epinephelus malabaricus",1380.901,"Epinephelus_malabaricus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.014661280579943
"Epinephelus marginatus",1527.7795,"Epinephelus_marginatus_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00192717045620058
"Epinephelus melanostigma",1489.2422,"Epinephelus_melanostigma_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00514574311468049
"Epinephelus merra",1622.4377,"Epinephelus_merra_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.0056461328090115
"Epinephelus morio",1384.1521,"Epinephelus_morio_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0143650268009172
"Epinephelus multinotatus",1392.1415,"Epinephelus_multinotatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0136399453105432
"Epinephelus ongus",1859.2363,"Epinephelus_ongus_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.0228093565712553
"Epinephelus polyphekadion",1423.8374,"Epinephelus_polyphekadion_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0108037973779952
"Epinephelus quoyanus",1623.6199,"Epinephelus_quoyanus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.00573789665321334
"Epinephelus rivulatus",1250.9783,"Epinephelus_rivulatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.027109552499352
"Epinephelus socialis",1454.0217,"Epinephelus_socialis_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00816099703682301
"Epinephelus spilotoceps",1433.0261,"Epinephelus_spilotoceps_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00999339085813328
"Epinephelus striatus",1417.1313,"Epinephelus_striatus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0113985566613971
"Epinephelus tauvina",1405.4529,"Epinephelus_tauvina_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.0124410559444764
"Epinephelus tukula",1580.0051,"Epinephelus_tukula_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",0.00230740875459506
"Epinephelus undulatostriatus",1461.606,"Epinephelus_undulatostriatus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Epinephelus",-0.00750557466399681
